season,week,game_id,away_team,home_team,actual_away,actual_home,projected_away,projected_home,projected_margin,projected_total,fbs_fbs,data_confidence,market,line,pick_side,edge,result
2025,1,401752804,Montana State,Oregon,13.0,59.0,27.695,54.025,26.33,81.721,False,44.0,Spread,-28.5,AWAY,2.1701892510769483,L
2025,1,401752804,Montana State,Oregon,13.0,59.0,27.695,54.025,26.33,81.721,False,44.0,Over,55.5,OVER,26.22064726273514,W
2025,1,401752805,Colorado State,Washington,21.0,38.0,16.68,32.232,15.552,48.911,True,44.0,Spread,-20.5,AWAY,4.948086392176172,W
2025,1,401752805,Colorado State,Washington,21.0,38.0,16.68,32.232,15.552,48.911,True,44.0,Under,52.5,UNDER,3.588712302610311,L
2025,1,401752806,Old Dominion,Indiana,14.0,27.0,17.483,44.991,27.508,62.474,True,44.0,Spread,-23.5,HOME,4.00777626865311,L
2025,1,401752806,Old Dominion,Indiana,14.0,27.0,17.483,44.991,27.508,62.474,True,44.0,Over,54.5,OVER,7.973805823605325,L
2025,1,401752807,Nevada,Penn State,11.0,46.0,13.107,45.018,31.912,58.125,True,44.0,Spread,-45.5,AWAY,13.588389592010103,W
2025,1,401752807,Nevada,Penn State,11.0,46.0,13.107,45.018,31.912,58.125,True,44.0,Under,58.5,UNDER,0.3752406000693753,W
2025,1,401752808,New Mexico,Michigan,17.0,34.0,26.7,48.468,21.768,75.168,True,44.0,Spread,-36.5,AWAY,14.73187944623768,W
2025,1,401752808,New Mexico,Michigan,17.0,34.0,26.7,48.468,21.768,75.168,True,44.0,Over,52.5,OVER,22.66759459909929,L
2025,1,401752936,California,Oregon State,34.0,15.0,30.594,25.658,-4.937,56.252,True,44.0,Spread,-3.0,AWAY,7.936750073859052,W
2025,1,401752936,California,Oregon State,34.0,15.0,30.594,25.658,-4.937,56.252,True,44.0,Over,51.5,OVER,4.75197454714845,L
2025,1,401752947,Idaho,Washington State,10.0,13.0,27.863,33.317,5.455,61.18,False,44.0,Spread,-16.5,AWAY,11.045476671256338,W
2025,1,401752947,Idaho,Washington State,10.0,13.0,27.863,33.317,5.455,61.18,False,44.0,Over,50.5,OVER,10.679994453626605,L
2025,1,401754373,East Carolina,NC State,17.0,24.0,29.185,35.657,6.472,64.842,True,44.0,Spread,-12.5,AWAY,6.028225089513736,W
2025,1,401754373,East Carolina,NC State,17.0,24.0,29.185,35.657,6.472,64.842,True,44.0,Over,58.5,OVER,6.34218268771636,L
2025,1,401754374,Kennesaw State,Wake Forest,9.0,10.0,15.374,33.595,18.221,48.969,True,44.0,Spread,-17.5,HOME,0.7208785472538217,L
2025,1,401754374,Kennesaw State,Wake Forest,9.0,10.0,15.374,33.595,18.221,48.969,True,44.0,Under,51.5,UNDER,2.5311121559271044,W
2025,1,401754375,Georgia Tech,Colorado,27.0,20.0,22.662,35.42,12.758,58.082,True,44.0,Spread,4.0,HOME,16.7580088321112,L
2025,1,401754375,Georgia Tech,Colorado,27.0,20.0,22.662,35.42,12.758,58.082,True,44.0,Over,55.5,OVER,2.58220992480139,L
2025,1,401754516,Stanford,Hawai'i,20.0,23.0,25.141,28.503,3.362,53.644,True,44.0,Spread,-1.5,HOME,1.861670220734183,W
2025,1,401754516,Stanford,Hawai'i,20.0,23.0,25.141,28.503,3.362,53.644,True,44.0,Over,53.5,OVER,0.1442635701406374,L
2025,1,401754517,Elon,Duke,17.0,45.0,3.0,27.048,24.048,30.048,False,44.0,Under,50.5,UNDER,20.452131534440117,L
2025,1,401754518,Fordham,Boston College,10.0,66.0,8.341,37.971,29.631,46.312,False,44.0,Spread,-34.5,AWAY,4.8693130930978725,L
2025,1,401754518,Fordham,Boston College,10.0,66.0,8.341,37.971,29.631,46.312,False,44.0,Under,52.5,UNDER,6.187729954397696,L
2025,1,401754519,Eastern Kentucky,Louisville,17.0,51.0,3.0,57.389,54.389,60.389,False,44.0,Spread,-37.5,HOME,16.889188332602046,L
2025,1,401754519,Eastern Kentucky,Louisville,17.0,51.0,3.0,57.389,54.389,60.389,False,44.0,Over,57.5,OVER,2.889188332602046,W
2025,1,401754520,Duquesne,Pittsburgh,9.0,61.0,3.648,48.804,45.156,52.451,False,44.0,Spread,-39.5,HOME,5.65590571016169,W
2025,1,401754520,Duquesne,Pittsburgh,9.0,61.0,3.648,48.804,45.156,52.451,False,44.0,Under,58.5,UNDER,6.048577568282113,L
2025,1,401754521,East Texas AandM,SMU,13.0,42.0,3.0,58.488,55.488,61.488,False,44.0,Spread,-50.5,HOME,4.987693543243054,L
2025,1,401754521,East Texas AandM,SMU,13.0,42.0,3.0,58.488,55.488,61.488,False,44.0,Under,64.5,UNDER,3.0123064567569457,W
2025,1,401754522,Notre Dame,Miami,24.0,27.0,38.761,39.037,0.276,77.797,True,44.0,Spread,2.5,HOME,2.7757139027637976,W
2025,1,401754522,Notre Dame,Miami,24.0,27.0,38.761,39.037,0.276,77.797,True,44.0,Over,53.5,OVER,24.297425856793268,L
2025,1,401754523,TCU,North Carolina,48.0,14.0,37.825,34.331,-3.494,72.156,True,44.0,Spread,3.0,AWAY,0.49434408149826936,W
2025,1,401754523,TCU,North Carolina,48.0,14.0,37.825,34.331,-3.494,72.156,True,44.0,Over,59.5,OVER,12.656285525931509,W
2025,1,401754616,Coastal Carolina,Virginia,7.0,48.0,26.174,34.675,8.501,60.849,True,44.0,Spread,-12.5,AWAY,3.999138802130762,L
2025,1,401754616,Coastal Carolina,Virginia,7.0,48.0,26.174,34.675,8.501,60.849,True,44.0,Over,57.5,OVER,3.348515819023291,L
2025,1,401756846,Iowa State,Kansas State,24.0,21.0,30.519,29.279,-1.241,59.798,True,44.0,Spread,-3.5,AWAY,4.7409447028339144,W
2025,1,401756846,Iowa State,Kansas State,24.0,21.0,30.519,29.279,-1.241,59.798,True,44.0,Over,49.5,OVER,10.297969129800592,L
2025,1,401756847,Fresno State,Kansas,7.0,31.0,23.788,40.176,16.388,63.964,True,44.0,Spread,-14.0,HOME,2.3876841611394397,W
2025,1,401756847,Fresno State,Kansas,7.0,31.0,23.788,40.176,16.388,63.964,True,44.0,Over,51.5,OVER,12.4642355385946,L
2025,1,401756848,Jacksonville State,UCF,10.0,17.0,33.092,42.813,9.722,75.905,True,44.0,Spread,-16.5,AWAY,6.778276021417952,W
2025,1,401756848,Jacksonville State,UCF,10.0,17.0,33.092,42.813,9.722,75.905,True,44.0,Over,53.5,OVER,22.404754103710374,L
2025,1,401756849,Hawai'i,Arizona,6.0,40.0,21.75,29.913,8.163,51.663,True,44.0,Spread,-13.5,AWAY,5.337281966573812,L
2025,1,401756849,Hawai'i,Arizona,6.0,40.0,21.75,29.913,8.163,51.663,True,44.0,Under,55.5,UNDER,3.8371869915549155,W
2025,1,401756850,Northern Arizona,Arizona State,19.0,38.0,10.774,40.661,29.887,51.435,False,44.0,Spread,-29.5,HOME,0.38712508012844893,L
2025,1,401756850,Northern Arizona,Arizona State,19.0,38.0,10.774,40.661,29.887,51.435,False,44.0,Under,52.5,UNDER,1.0653783392043508,L
2025,1,401756851,Portland State,BYU,0.0,69.0,16.655,64.511,47.856,81.166,False,44.0,Spread,-44.5,HOME,3.3564182219711327,W
2025,1,401756851,Portland State,BYU,0.0,69.0,16.655,64.511,47.856,81.166,False,44.0,Over,62.5,OVER,18.665674063150732,W
2025,1,401756852,Stephen F. Austin,Houston,0.0,27.0,4.072,21.923,17.851,25.995,False,44.0,Spread,-23.5,AWAY,5.648968925220807,L
2025,1,401756852,Stephen F. Austin,Houston,0.0,27.0,4.072,21.923,17.851,25.995,False,44.0,Under,54.5,UNDER,28.50501940100331,W
2025,1,401756853,South Dakota,Iowa State,7.0,55.0,17.379,40.618,23.239,57.997,False,44.0,Spread,-13.5,HOME,9.739099798281373,W
2025,1,401756853,South Dakota,Iowa State,7.0,55.0,17.379,40.618,23.239,57.997,False,44.0,Over,47.5,OVER,10.496791658251396,W
2025,1,401756854,Wagner,Kansas,7.0,46.0,5.201,53.873,48.672,59.074,False,44.0,Spread,-45.5,HOME,3.172064990010405,L
2025,1,401756854,Wagner,Kansas,7.0,46.0,5.201,53.873,48.672,59.074,False,44.0,Over,57.5,OVER,1.5737036773307054,L
